    ,rate
21862,4.0
21860,3.5
21859,3.5
21858,3.0
21857,3.0
21856,4.0
21855,3.0
21854,4.0
21853,4.0
21852,4.0
21850,5.0
21849,3.5
21848,3.5
21844,4.0
21842,3.5
21840,4.0
21838,3.5
21837,5.0
21835,4.0
21834,4.0
21832,4.0
21831,3.0
21830,2.0
21829,3.0
21828,3.5
21826,4.0
21825,3.0
21824,3.5
21823,3.0
21822,5.0
21821,3.0
21820,3.0
21818,5.0
21816,2.0
21813,4.0
21811,3.5
21810,3.0
21809,3.5
21808,4.0
21807,4.0
21806,2.5
21805,3.0
21804,3.0
21803,3.0
21802,3.5
21800,4.0
21799,4.0
21798,1.0
21797,2.0
21796,2.0
21795,3.0
21793,2.0
21792,5.0
21791,3.0
21790,4.0
21789,4.0
21788,4.0
21787,3.0
21785,5.0
21784,2.0
21783,1.0
21782,4.0
21781,3.0
21780,5.0
21779,5.0
21778,1.0
21777,1.0
21776,4.5
21775,3.0
21774,4.0
21771,5.0
21769,2.0
21768,3.0
21767,2.5
21766,4.0
21765,4.0
21764,4.0
21763,3.0
21762,4.0
21761,3.5
21760,2.0
21759,3.5
21758,4.0
21757,4.0
21756,3.0
21754,4.0
21753,4.0
21752,5.0
21751,4.5
21750,3.5
21749,4.0
21748,3.0
21747,5.0
21746,3.0
21745,3.0
21744,5.0
21743,4.0
21741,3.0
21739,1.0
21737,4.5
21736,4.0
21734,2.0
21733,2.5
21731,3.0
21729,5.0
21728,4.0
21727,1.0
21726,3.0
21725,4.0
21724,3.0
21723,3.0
21722,3.0
21721,3.0
21720,3.5
21719,2.5
21718,4.0
21717,4.0
21715,4.0
21714,2.0
21713,4.0
21712,3.5
21711,3.0
21710,3.0
21709,4.0
21708,3.0
21707,2.0
21705,4.5
21704,3.0
21703,3.5
21702,4.5
21701,3.5
21700,5.0
21699,4.0
21698,5.0
21697,5.0
21696,1.5
21695,3.5
21693,5.0
21692,3.5
21691,4.0
21690,5.0
21689,4.0
21688,2.0
21687,5.0
21685,4.0
21684,4.5
21683,4.0
21682,4.0
21681,5.0
21680,4.0
21678,4.0
21676,4.0
21675,1.0
21674,4.0
21673,2.0
21672,3.5
21671,4.5
21670,4.0
21669,4.0
21668,3.5
21667,5.0
21666,3.0
21665,4.0
21663,1.5
21662,1.0
21661,4.5
21660,5.0
21658,2.0
21656,5.0
21655,0.5
21654,4.0
21653,3.0
21652,3.0
21651,4.0
21648,4.5
21647,4.0
21646,5.0
21645,5.0
21643,1.0
21640,1.5
21639,4.0
21638,5.0
21637,4.0
21636,4.5
21635,3.0
21630,1.5
21629,4.0
21628,4.0
21627,4.0
21626,2.0
21625,5.0
21623,4.0
21622,3.5
21621,4.0
21620,5.0
21618,4.0
21616,3.5
21615,3.0
21613,2.0
21611,4.0
21610,3.0
21609,0.5
21608,4.0
21607,1.0
21605,4.0
21604,3.0
21603,3.0
21601,0.5
21600,5.0
21599,4.0
21598,5.0
21597,4.5
21596,3.0
21595,1.0
21594,5.0
21593,3.5
21592,1.0
21591,4.0
21589,4.0
21588,5.0
21587,4.5
21585,5.0
21583,3.5
21582,2.0
21580,4.0
21579,4.0
21578,3.0
21577,4.0
21576,5.0
21575,5.0
21574,4.5
21573,0.5
21572,4.0
21571,3.5
21570,3.0
21569,4.0
21568,3.0
21566,1.0
21564,4.5
21563,1.5
21561,4.0
21559,4.0
21558,3.0
21557,4.0
21556,4.5
21555,4.0
21554,2.0
21553,3.5
21552,3.0
21551,1.5
21550,1.0
21549,4.5
21547,2.5
21546,4.5
21545,4.0
21541,2.5
21540,5.0
21537,2.0
21534,4.0
21531,4.0
21530,4.0
21529,0.5
21528,2.5
21527,4.0
21526,4.0
21525,3.5
21523,3.5
21522,4.0
21521,4.5
21519,5.0
21517,2.0
21515,4.0
21514,3.0
21513,4.0
21512,4.0
21508,5.0
21507,2.0
21506,5.0
21505,5.0
21504,3.0
21502,4.0
21501,5.0
21498,3.0
21497,3.5
21495,3.5
21494,4.0
21493,5.0
21492,4.5
21490,4.5
21489,5.0
21488,3.0
21487,4.0
21486,1.0
21485,4.0
21484,3.0
21483,3.0
21482,4.0
21481,4.5
21480,4.0
21478,4.0
21477,3.0
21476,5.0
21475,3.0
21474,4.0
21473,2.0
21472,4.0
21471,4.5
21470,3.0
21469,5.0
21468,3.0
21467,1.0
21465,4.5
21464,4.0
21463,4.0
21462,3.0
21461,3.5
21460,5.0
21459,5.0
21458,3.0
21457,5.0
21453,4.0
21452,3.5
21451,5.0
21450,3.0
21449,3.0
21448,3.0
21447,3.5
21446,3.0
21445,3.0
21444,4.0
21443,3.5
21440,4.0
21438,4.0
21437,3.5
21436,2.0
21435,3.5
21434,4.0
21433,2.0
21432,3.0
21431,5.0
21429,5.0
21428,4.0
21427,3.0
21426,2.0
21425,5.0
21424,3.0
21423,4.0
21422,1.5
21421,4.0
21420,4.0
21419,3.5
21418,3.0
21417,4.0
21416,3.0
21415,2.0
21414,4.0
21413,5.0
21411,3.5
21409,3.0
21408,4.0
21407,4.5
21406,4.0
21405,4.0
21403,2.0
21402,4.0
21401,5.0
21400,5.0
21399,1.0
21397,3.0
21396,3.5
21395,4.0
21394,4.0
21393,5.0
21392,2.0
21391,3.5
21390,3.5
21389,3.0
21388,4.0
21387,2.0
21386,4.0
21385,3.0
21384,4.5
21383,4.0
21382,0.5
21381,4.0
21380,3.0
21379,5.0
21378,3.5
21377,3.5
21375,3.0
21374,4.0
21373,4.5
21372,2.0
21371,4.0
21370,2.0
21369,3.0
21368,3.0
21366,3.0
21365,5.0
21364,5.0
21363,1.0
21362,1.0
21361,4.0
21360,2.5
21359,5.0
21358,4.0
21357,3.0
21356,1.5
21354,5.0
21352,5.0
21350,5.0
21349,4.5
21347,2.5
21344,3.0
21343,4.0
21342,4.0
21341,3.5
21340,3.0
21339,4.0
21338,5.0
21336,4.5
21335,4.0
21334,3.0
21333,1.0
21331,1.0
21330,3.0
21329,3.0
21327,4.5
21326,4.0
21325,3.5
21324,4.0
21323,4.0
21322,4.0
21320,4.0
21318,1.0
21316,2.0
21313,4.0
21312,4.0
21311,4.0
21310,4.0
21309,4.0
21308,5.0
21307,3.5
21305,5.0
21303,1.0
21302,5.0
21301,3.0
21300,3.0
21299,4.0
21297,3.0
21296,1.5
21293,4.0
21292,3.0
21291,4.0
21290,3.0
21289,3.5
21288,4.0
21286,1.0
21285,3.0
21284,2.0
21281,4.0
21280,5.0
21279,3.0
21278,3.5
21277,4.0
21275,5.0
21274,3.5
21269,2.5
21267,4.0
21266,1.0
21265,4.0
21264,3.0
21263,5.0
21262,5.0
21261,4.0
21260,3.0
21259,3.5
21258,4.0
21257,2.5
21256,5.0
21255,5.0
21254,2.0
21253,4.0
21252,3.0
21249,4.0
21248,4.0
21247,4.0
21246,1.0
21245,4.5
21244,3.0
21243,3.5
21242,4.0
21241,3.5
21239,1.0
21238,4.0
21237,2.0
21236,3.0
21235,3.0
21234,4.5
21233,4.0
21232,3.0
21231,5.0
21229,3.5
21228,3.0
21227,0.5
21226,4.0
21225,4.5
21222,4.0
21221,3.5
21220,5.0
21219,2.0
21218,5.0
21217,5.0
21216,4.0
21214,3.5
21213,4.0
21212,5.0
21211,3.0
21210,4.5
21208,4.0
21207,4.0
21206,5.0
21205,3.5
21204,4.5
21203,4.0
21202,3.0
21201,4.5
21200,4.0
21199,2.0
21197,4.5
21195,3.0
21194,5.0
21193,3.5
21192,3.5
21191,3.0
21190,5.0
21189,1.0
21188,4.5
21187,3.0
21184,4.0
21183,3.0
21182,5.0
21181,1.0
21180,3.5
21179,1.0
21177,3.5
21176,3.0
21175,2.5
21174,4.5
21172,2.0
21171,4.5
21170,3.0
21169,5.0
21168,5.0
21166,5.0
21165,5.0
21162,4.0
21161,4.0
21160,3.0
21159,4.0
21158,4.0
21157,3.0
21156,3.5
21155,4.0
21153,3.0
21152,4.0
21151,5.0
21150,4.5
21147,2.0
21146,5.0
21145,4.0
21144,3.5
21143,4.0
21142,5.0
21141,4.0
21139,3.5
21138,3.0
21137,3.0
21136,4.0
21134,4.0
21133,5.0
21131,4.0
21130,4.5
21129,3.0
21128,3.0
21127,5.0
21125,4.0
21124,3.0
21123,3.0
21120,4.5
21119,4.5
21118,3.0
21117,3.0
21116,1.0
21113,4.0
21112,5.0
21111,3.0
21110,4.0
21109,3.0
21108,5.0
21106,5.0
21105,4.0
21104,4.0
21103,4.5
21102,4.5
21101,3.0
21100,4.0
21099,3.5
21097,3.0
21095,4.0
21094,0.5
21092,4.0
21091,5.0
21090,4.5
21088,5.0
21087,3.0
21086,4.0
21085,4.5
21083,3.0
21082,2.0
21080,5.0
21079,1.0
21078,2.5
21077,5.0
21076,4.5
21075,3.5
21074,3.0
21073,5.0
21071,3.0
21070,3.0
21069,2.5
21068,3.0
21066,2.0
21064,4.0
21063,4.0
21062,3.5
21060,3.5
21059,3.5
21058,4.0
21055,4.0
21054,4.0
21053,4.0
21052,4.0
21051,3.0
21050,4.0
21049,4.0
21048,5.0
21045,2.5
21044,4.0
21043,4.0
21041,3.0
21040,5.0
21039,3.0
21038,5.0
21037,3.0
21036,4.0
21035,5.0
21034,4.5
21033,4.0
21032,4.0
21031,4.0
21029,3.5
21028,3.0
21027,4.0
21026,4.0
21025,5.0
21024,4.5
21023,3.0
21022,3.5
21020,3.5
21019,4.0
21018,4.5
21016,3.0
21015,3.5
21014,3.0
21013,3.5
21012,1.0
21011,1.5
21010,3.0
21009,5.0
21008,4.0
21007,5.0
21005,4.0
21003,4.0
21002,4.0
21000,5.0
20999,4.0
20998,4.0
20997,4.0
20996,1.0
20995,4.0
20994,5.0
20993,4.0
20991,3.5
20990,3.0
20989,4.0
20987,4.0
20986,4.0
20985,5.0
20984,1.0
20983,3.0
20982,5.0
20981,4.0
20980,5.0
20977,5.0
20976,4.0
20975,1.5
20972,4.0
20971,3.0
20970,4.0
20969,2.5
20968,4.0
20967,3.0
20966,3.0
20964,5.0
20963,2.5
20962,3.5
20961,4.5
20960,4.0
20959,5.0
20958,5.0
20957,3.0
20955,3.5
20953,2.5
20950,4.0
20949,3.0
20948,5.0
20946,4.0
20945,2.0
20944,4.0
20943,1.5
20942,4.5
20941,4.0
20940,5.0
20939,5.0
20938,4.5
20937,5.0
20936,4.0
20935,4.0
20934,4.0
20932,4.0
20931,5.0
20929,4.0
20927,3.5
20926,2.5
20925,3.0
20924,5.0
20923,2.5
20922,3.0
20921,3.5
20919,3.0
20918,5.0
20917,4.5
20916,5.0
20915,5.0
20914,4.0
20913,4.0
20912,4.5
20909,3.0
20908,3.5
20907,3.0
20905,4.0
20904,4.5
20903,5.0
20902,3.0
20901,3.0
20900,4.5
20898,2.0
20897,5.0
20896,3.0
20894,3.0
20893,3.0
20892,4.0
20891,3.5
20890,3.5
20889,3.5
20888,2.0
20887,4.5
20886,4.5
20885,3.0
20884,4.0
20883,4.0
20882,2.0
20881,3.0
20880,3.5
20879,3.5
20878,4.0
20877,2.5
20876,2.0
20875,1.5
20873,5.0
20872,4.0
20871,2.0
20869,4.0
20868,1.0
20867,2.5
20866,4.0
20865,5.0
20864,3.5
20863,3.0
20862,4.0
20858,2.5
20857,3.5
20856,2.5
20855,4.0
20854,3.0
20853,4.5
20852,5.0
20851,2.5
20850,3.0
20848,4.0
20847,3.0
20846,5.0
20845,4.0
20844,4.0
20842,5.0
20841,3.5
20839,4.0
20836,2.5
20835,1.5
20834,4.5
20833,5.0
20832,2.0
20830,3.5
20829,3.0
20828,5.0
20827,5.0
20826,3.0
20825,3.0
20823,3.0
20822,2.0
20821,3.5
20820,1.0
20819,4.0
20818,2.0
20817,3.0
20815,5.0
20814,2.0
20813,4.0
20812,4.0
20811,4.5
20810,4.0
20809,4.0
20808,4.0
20806,3.5
20804,5.0
20803,3.0
20802,2.0
20801,3.0
20800,3.0
20799,4.0
20798,2.0
20797,3.0
20796,3.0
20795,4.0
20794,3.0
20792,4.0
20791,5.0
20789,4.0
20788,4.0
20787,4.0
20785,3.5
20783,3.0
20782,3.0
20777,4.0
20776,3.5
20775,3.0
20773,4.5
20771,5.0
20770,5.0
20769,4.0
20768,1.0
20767,3.0
20766,2.0
20764,3.0
20763,3.0
20762,2.0
20761,4.0
20760,1.0
20757,4.0
20756,2.5
20755,5.0
20753,5.0
20752,3.0
20750,2.5
20749,3.5
20748,3.0
20746,4.0
20745,4.0
20744,3.0
20743,3.0
20742,4.0
20741,3.0
20740,4.0
20739,4.0
20738,4.0
20737,4.0
20736,3.5
20735,4.0
20734,3.0
20733,1.0
20732,4.0
20731,3.5
20730,5.0
20729,4.5
20728,5.0
20727,5.0
20726,4.0
20725,5.0
20724,4.0
20723,4.0
20722,3.0
20721,4.0
20720,4.0
20719,3.5
20718,3.0
20717,5.0
20715,3.0
20714,1.0
20713,3.0
20712,4.0
20710,5.0
20709,1.0
20708,2.0
20706,3.0
20705,4.0
20704,5.0
20701,3.0
20700,4.0
20698,3.0
20696,3.5
20695,2.0
20692,5.0
20691,3.0
20690,4.0
20689,5.0
20688,2.5
20686,3.5
20685,5.0
20684,5.0
20682,4.0
20681,3.0
20680,4.5
20679,4.0
20677,1.0
20675,5.0
20673,2.0
20672,4.5
20670,4.0
20669,2.0
20667,3.0
20666,5.0
20665,3.0
20664,4.0
20663,1.0
20662,3.0
20661,3.0
20660,3.5
20659,4.5
20658,1.0
20657,4.0
20656,2.0
20655,4.0
20654,3.5
20653,4.0
20652,4.5
20651,3.0
20650,4.0
20649,5.0
20648,4.5
20647,4.0
20646,3.5
20644,3.0
20642,5.0
20640,4.5
20639,4.0
20638,4.0
20637,3.0
20636,2.0
20635,4.0
20634,5.0
20633,4.5
20631,3.5
20630,1.0
20629,3.0
20628,2.0
20627,0.5
20626,3.0
20625,3.5
20624,4.0
20623,3.0
20621,3.0
20619,4.0
20618,4.0
20617,3.0
20616,4.0
20615,5.0
20614,4.0
20613,4.0
20611,2.0
20609,3.5
20608,3.0
20607,3.0
20606,3.5
20604,3.0
20603,4.0
20602,5.0
20601,2.5
20600,5.0
20599,3.0
20598,1.0
20597,3.0
20595,4.0
20594,3.0
20593,5.0
20592,0.5
20590,5.0
20589,3.5
20588,5.0
20587,3.5
20586,4.0
20585,2.0
20583,3.0
20582,4.0
20581,5.0
20579,3.0
20578,2.0
20577,4.0
20576,2.0
20575,5.0
20573,2.0
20572,3.0
20571,4.0
20570,5.0
20569,3.0
20568,3.0
20567,2.5
20566,4.0
20565,4.5
20564,5.0
20563,3.5
20562,5.0
20561,3.0
20559,4.0
20558,3.0
20557,3.0
20556,5.0
20555,4.0
20554,2.0
20552,4.0
20551,5.0
20550,3.0
20549,4.5
20548,3.0
20547,4.0
20546,2.0
20545,1.0
20544,3.0
20543,4.0
20542,3.0
20541,3.5
20539,3.5
20538,5.0
20537,4.0
20536,3.5
20533,4.0
20532,3.0
20531,4.5
20529,4.0
20528,4.0
20527,2.0
20526,1.0
20525,3.5
20523,4.0
20522,5.0
20521,3.5
20520,1.5
20519,4.0
20518,4.0
20517,4.0
20516,5.0
20515,3.0
20514,5.0
20513,2.5
20512,4.5
20511,1.0
20510,4.0
20509,5.0
20508,0.5
20507,2.5
20506,3.0
20504,4.0
20502,3.0
20501,3.0
20500,3.0
20499,4.5
20498,4.0
20497,3.0
20496,3.0
20495,4.0
20494,4.0
20493,5.0
20492,5.0
20491,4.0
20490,4.0
20489,4.0
20488,2.5
20487,0.5
20486,3.5
20485,4.0
20484,4.0
20483,3.0
20482,3.5
20481,5.0
20479,3.0
20478,1.0
20477,4.5
20476,4.0
20475,3.0
20474,4.0
20473,3.5
20471,4.5
20470,3.0
20468,2.0
20467,3.5
20465,3.0
20463,3.0
20462,4.0
20460,3.5
20459,2.0
20458,1.0
20457,4.0
20453,4.0
20452,2.0
20450,3.0
20447,4.0
20445,3.5
20444,2.0
20442,4.0
20441,4.0
20440,3.0
20439,3.5
20438,5.0
20437,3.0
20436,2.5
20435,4.0
20433,3.5
20431,3.5
20430,2.0
20427,4.0
20426,3.0
20423,3.5
20422,4.0
20421,4.0
20420,4.0
20417,2.5
20416,4.0
20415,5.0
20414,4.0
20413,5.0
20412,4.0
20411,2.0
20410,1.5
20409,3.5
20407,3.0
20406,3.0
20404,2.0
20403,4.0
20402,4.0
20401,2.0
20400,2.0
20399,4.0
20398,4.5
20397,5.0
20396,1.0
20395,3.5
20394,4.0
20393,4.5
20392,3.0
20390,3.5
20389,4.5
20388,3.5
20387,3.0
20386,4.0
20385,4.5
20384,2.0
20383,2.0
20382,4.0
20381,4.0
20380,2.0
20378,3.5
20377,4.0
20376,4.0
20375,3.0
20374,4.0
20373,1.0
20372,3.0
20371,4.5
20370,3.0
20369,4.0
20367,3.0
20366,5.0
20365,3.0
20364,3.0
20363,4.0
20362,3.0
20361,4.0
20360,2.0
20359,4.0
20358,5.0
20357,3.0
20356,3.0
20355,4.0
20354,5.0
20353,2.0
20352,3.5
20351,3.0
20350,2.0
20349,4.5
20348,4.0
20347,3.0
20346,4.0
20345,2.0
20344,4.0
20343,3.5
20342,5.0
20341,3.0
20340,4.5
20339,3.5
20338,5.0
20337,4.0
20336,5.0
20335,3.0
20334,3.0
20333,4.0
20332,4.5
20330,3.5
20329,2.0
20327,4.0
20326,3.0
20325,5.0
20324,4.0
20323,4.0
20322,4.0
20321,4.5
20320,3.0
20319,4.0
20318,4.0
20316,3.0
20314,3.0
20313,5.0
20312,5.0
20311,4.5
20310,2.5
20309,4.0
20306,5.0
20305,2.5
20304,3.0
20303,3.0
20302,4.0
20301,5.0
20300,3.5
20299,4.5
20297,5.0
20296,4.0
20295,5.0
20294,3.5
20292,2.0
20291,3.0
20290,1.0
20288,5.0
20287,5.0
20286,1.5
20284,4.0
20283,4.0
20282,4.0
20280,3.0
20278,2.5
20277,4.0
20276,5.0
20275,1.5
20274,4.0
20273,4.0
20272,5.0
20271,3.5
20270,4.0
20269,3.0
20268,5.0
20267,3.0
20266,3.0
20265,2.5
20264,3.0
20263,5.0
20262,4.0
20261,1.5
20260,4.0
20259,3.5
20257,4.0
20255,2.0
20253,4.5
20252,3.5
20251,2.0
20249,4.0
20248,4.0
20247,2.0
20246,4.0
20245,4.5
20244,5.0
20243,3.0
20240,2.0
20239,2.5
20237,4.0
20236,4.0
20235,4.0
20234,1.0
20232,4.0
20230,3.0
20228,4.0
20227,3.0
20226,4.0
20224,3.5
20223,5.0
20222,5.0
20221,4.0
20220,5.0
20218,4.0
20217,3.0
20216,3.5
20214,5.0
20212,4.0
20211,5.0
20210,3.0
20209,3.0
20208,1.0
20206,4.5
20205,4.0
20204,3.0
20203,3.5
20200,4.0
20199,3.0
20198,2.5
20196,5.0
20195,4.0
20194,3.0
20193,4.0
20192,5.0
20191,4.0
20189,4.0
20188,4.0
20187,4.0
20186,5.0
20185,5.0
20184,5.0
20183,4.0
20182,4.0
20181,4.0
20180,4.5
20179,1.5
20177,4.0
20176,4.0
20174,4.0
20173,3.0
20172,2.0
20171,1.0
20170,3.0
20168,4.5
20167,5.0
20166,4.0
20165,5.0
20164,3.0
20163,3.5
20162,4.0
20161,4.0
20160,4.5
20159,2.0
20157,5.0
20154,4.0
20153,3.0
20152,4.5
20151,3.0
20150,5.0
20148,4.0
20147,5.0
20146,3.0
20145,3.5
20144,2.0
20142,3.0
20141,5.0
20140,2.0
20139,5.0
20138,4.0
20137,4.5
20135,4.0
20134,4.5
20133,4.0
20129,3.5
20125,2.0
20124,2.0
20123,5.0
20122,4.0
20121,2.0
20119,3.0
20117,5.0
20114,3.5
20113,2.0
20112,4.5
20109,3.0
20108,2.0
20107,3.0
20106,4.0
20105,5.0
20103,4.0
20102,3.0
20101,5.0
20100,4.0
20099,5.0
20098,4.5
20097,4.0
20096,3.5
20093,4.5
20091,4.0
20090,5.0
20089,3.0
20088,2.0
20087,4.0
20085,3.0
20084,4.0
20083,3.5
20082,5.0
20081,3.0
20080,5.0
20079,2.0
20078,4.0
20076,5.0
20075,4.5
20074,4.5
20073,3.5
20072,3.0
20071,3.5
20070,1.0
20069,4.5
20068,4.0
20067,3.5
20066,4.5
20065,5.0
20062,2.0
20061,4.0
20060,1.0
20058,3.5
20057,5.0
20056,4.0
20055,4.0
20053,2.0
20052,3.0
20051,4.0
20050,3.5
20049,2.0
20048,4.0
20047,3.5
20046,3.0
20044,4.0
20041,5.0
20040,4.0
20039,0.5
20038,4.0
20037,4.0
20036,5.0
20035,4.5
20034,1.0
20033,3.0
20032,4.0
20030,3.5
20029,2.0
20028,3.5
20027,4.0
20026,3.5
20025,3.0
20024,1.5
20023,3.0
20021,4.5
20020,1.0
20019,4.0
20018,3.0
20015,2.5
20014,4.0
20013,4.0
20010,3.0
20009,3.0
20008,3.0
20007,4.0
20005,4.5
20004,3.0
20003,3.0
20002,5.0
20001,2.0
20000,5.0
19999,5.0
19998,4.0
19997,1.0
19996,3.5
19995,3.0
19994,3.0
19993,4.5
19992,5.0
19991,4.0
19990,1.0
19989,4.0
19987,3.0
19985,3.0
19984,4.0
19981,4.0
19979,4.0
19978,4.0
19977,2.5
19976,3.5
19975,3.5
19974,2.0
19973,3.0
19972,4.0
19971,1.5
19970,4.0
19969,4.0
19968,4.0
19967,2.0
19966,5.0
19965,3.5
19964,5.0
19963,4.5
19961,5.0
19960,5.0
19958,4.5
19957,4.0
19956,1.0
19954,5.0
19953,5.0
19952,3.0
19951,4.0
19949,1.0
19948,4.0
19947,1.5
19946,1.0
19945,3.5
19944,3.0
19943,3.5
19941,2.0
19940,3.0
19939,5.0
19938,4.5
19934,4.0
19933,4.5
19932,4.0
19931,3.0
19930,4.0
19928,3.0
19927,3.0
19925,3.5
19923,3.5
19922,4.5
19921,4.5
19920,3.5
19918,3.5
19917,4.0
19916,4.0
19915,2.0
19914,5.0
19912,3.0
19911,2.5
19910,4.0
19909,3.0
19907,3.0
19905,3.5
19904,5.0
19903,5.0
19902,3.0
19901,3.0
19900,4.0
19899,5.0
19897,3.0
19896,5.0
19893,5.0
19891,5.0
19890,4.0
19889,1.5
19888,3.5
19887,5.0
19885,5.0
19884,2.5
19883,4.5
19882,1.5
19881,3.0
19880,3.5
19879,3.5
19877,2.5
19876,4.5
19875,5.0
19874,3.0
19873,3.5
19872,4.0
19870,2.5
19869,4.0
19868,3.0
19867,3.0
19866,3.0
19865,3.5
19864,3.5
19863,5.0
19862,4.0
19861,3.0
19860,1.5
19859,3.0
19858,3.0
19857,3.5
19856,4.0
19855,4.0
19854,1.0
19853,4.0
19852,3.0
19849,5.0
19847,4.0
19846,4.0
19844,4.0
19843,5.0
19842,2.5
19841,4.5
19840,4.5
19839,3.5
19837,5.0
19836,4.0
19835,3.5
19834,3.0
19833,2.5
19832,1.5
19831,3.5
19829,5.0
19828,4.0
19827,0.5
19826,4.5
19825,4.0
19824,5.0
19823,4.5
19822,3.5
19821,3.0
19820,1.0
19819,4.0
19817,3.5
19816,3.0
19815,3.0
19814,4.5
19812,4.0
19811,3.5
19810,4.0
19809,5.0
19808,5.0
19807,2.0
19806,4.5
19805,3.5
19804,4.0
19803,5.0
19802,3.0
19801,3.5
19800,3.0
19798,4.0
19797,5.0
19796,3.0
19794,3.0
19792,5.0
19791,5.0
19789,4.5
19787,5.0
19786,3.0
19785,4.0
19784,3.0
19783,4.0
19782,3.0
19781,4.0
19780,3.5
19779,5.0
19778,3.0
19777,3.5
19776,3.5
19774,4.0
19773,5.0
19772,3.0
19771,3.0
19770,3.0
19769,3.0
19767,1.0
19766,5.0
19765,4.5
19764,3.0
19763,4.0
19762,2.0
19761,3.0
19760,3.5
19758,3.0
19756,4.5
19753,4.0
19752,4.0
19751,5.0
19750,4.0
19748,3.5
19747,5.0
19745,1.0
19744,4.0
19743,3.0
19740,3.5
19738,3.0
19737,5.0
19736,4.0
19734,5.0
19732,4.0
19731,2.0
19730,2.5
19729,4.5
19728,2.0
19727,4.0
19726,3.5
19725,2.5
19724,3.0
19723,1.5
19722,2.0
19721,1.5
19720,5.0
19719,4.0
19718,5.0
19717,2.5
19716,5.0
19715,4.0
19712,3.0
19711,5.0
19709,5.0
19708,1.5
19707,2.0
19704,3.0
19703,3.0
19702,3.5
19701,4.0
19700,2.0
19698,4.5
19697,4.5
19695,4.0
19694,5.0
19693,4.0
19692,3.0
19691,2.5
19690,5.0
19689,4.0
19687,3.5
19686,3.0
19684,3.5
19683,5.0
19682,3.0
19680,2.0
19679,4.0
19677,3.0
19676,3.5
19673,3.5
19672,5.0
19671,1.5
19670,1.5
19669,4.5
19668,4.0
19666,3.0
19665,4.0
19664,4.0
19663,2.5
19662,4.0
19661,3.0
19660,4.0
19659,4.0
19658,4.0
19657,4.5
19656,4.0
19654,1.0
19653,2.5
19652,4.0
19651,4.0
19650,4.0
19649,4.0
19647,5.0
19646,4.0
19645,5.0
19643,4.0
19641,4.0
19640,3.5
19639,3.0
19638,5.0
19635,4.5
19634,2.5
19633,5.0
19631,4.0
19629,4.0
19627,5.0
19626,2.5
19624,4.0
19623,4.0
19622,4.0
19621,4.0
19620,1.5
19619,3.0
19618,1.0
19617,2.0
19616,4.0
19615,4.0
19614,4.0
19612,4.0
19610,3.0
19609,3.0
19606,2.0
19605,5.0
19604,3.0
19601,3.0
19599,3.0
19598,3.5
19597,4.0
19596,4.0
19594,4.5
19593,4.0
19592,3.5
19591,4.5
19589,3.0
19587,3.0
19586,3.5
19585,4.0
19584,4.0
19583,2.5
19582,4.0
19581,4.0
19580,1.0
19578,4.0
19576,4.5
19575,2.0
19574,4.0
19571,3.5
19570,3.0
19569,3.0
19568,3.5
19567,3.5
19566,2.0
19565,3.5
19564,3.5
19563,3.0
19561,4.5
19560,5.0
19559,2.0
19557,1.5
19556,3.0
19555,4.0
19554,1.5
19553,2.5
19552,3.5
19550,3.0
19549,1.0
19548,4.0
19546,5.0
19545,4.0
19544,4.0
19543,4.0
19542,5.0
19541,4.0
19540,1.0
19539,2.0
19538,4.0
19537,5.0
19536,4.0
19535,4.0
19534,3.0
19533,3.5
19531,0.5
19529,4.5
19528,4.0
19527,4.5
19526,2.0
19521,3.0
19520,4.0
19519,5.0
19518,3.0
19517,4.0
19516,3.5
19515,4.0
19514,3.0
19513,2.0
19512,3.0
19511,4.0
19508,1.0
19507,4.0
19506,5.0
19505,4.5
19504,3.5
19503,2.5
19502,4.5
19501,1.0
19500,4.0
19498,3.0
19497,4.0
19494,3.0
19491,3.0
19490,3.0
19489,4.5
19488,3.0
19487,3.0
19484,2.5
19482,3.0
19481,3.0
19480,4.0
19479,2.5
19478,3.5
19477,2.5
19476,1.0
19475,3.5
19474,5.0
19473,4.5
19472,3.5
19471,3.0
19468,5.0
19466,3.5
19465,3.0
19464,5.0
19463,4.0
19462,3.5
19461,2.0
19460,5.0
19459,3.0
19457,5.0
19456,3.5
19455,3.5
19454,3.0
19453,4.0
19452,2.0
19451,3.0
19450,2.5
19448,5.0
19447,4.0
19445,2.5
19443,3.0
19441,4.5
19440,3.5
19439,2.0
19438,5.0
19437,4.0
19436,4.5
19435,4.5
19434,4.0
19433,5.0
19432,4.0
19431,5.0
19430,3.0
19429,2.0
19428,3.5
19427,2.0
19426,4.0
19425,5.0
19423,4.0
19422,5.0
19419,1.5
19417,3.0
19416,4.0
19414,4.0
19413,3.0
19412,2.0
19410,3.0
19409,1.0
19408,5.0
19407,5.0
19406,4.5
19405,4.5
19404,4.0
19403,2.5
19400,3.0
19399,4.0
19397,0.5
19396,4.5
19395,4.0
19394,4.0
19393,3.5
19391,4.5
19390,2.0
19388,5.0
19387,2.0
19385,4.0
19384,4.0
19383,3.0
19382,4.0
19381,3.0
19380,2.5
19379,4.5
19378,5.0
19376,4.0
19375,4.0
19374,2.0
19373,4.0
19372,5.0
19371,3.0
19369,3.0
19368,5.0
19367,4.0
19366,4.5
19364,4.0
19363,4.0
